wrapper  | --> Wrapper Started as Daemon
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ConstraintViolationExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.InvalidObjectExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ObjectNotFoundExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ThrowableExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ValidationErrorsExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationExceptionMapper
jvm 2    | 2020-07-25 18:37:10,729+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationMessageExceptionMapper
jvm 2    | 2020-07-25 18:37:11,437+0000 INFO  [jetty-main-1]  org.sonatype.nexus.rest.NexusApplication_UriMatching - Strict URI matching: true
jvm 2    | 2020-07-25 18:37:11,563+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /opt/sonatype-work/nexus/conf/lvo-plugin.xml
jvm 2    | 2020-07-25 18:37:11,800+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /opt/sonatype-work/nexus/conf/staging.xml
jvm 2    | 2020-07-25 18:37:11,893+0000 INFO  [jetty-main-1]  com.sonatype.nexus.pgp.DefaultPGPKeyManager - Creating PGP Key Collection for the first time.
jvm 2    | 2020-07-25 18:37:13,564+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webresources.internal.WebResourceServiceImpl - Discovered 3014 resources
jvm 2    | 2020-07-25 18:37:13,565+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webresources.internal.WebResourceServlet - Max-age: 30 days (2592000 seconds)
jvm 2    | 2020-07-25 18:37:13,718+0000 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.InstrumentedSelectChannelConnector - Metrics enabled
jvm 2    | 2020-07-25 18:37:13,926+0000 INFO  [jetty-main-1]  org.eclipse.jetty.server.AbstractConnector - Started InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 2    | 2020-07-25 18:37:13,926+0000 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Running
jvm 2    | 2020-07-25 18:37:13,927+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Started
jvm 2    | 2020-07-25 18:38:25,622+0000 INFO  [qtp1294366016-76]  org.apache.shiro.nexus5727.FixedDefaultWebSessionManager - Global session timeout: 1800000 ms
jvm 2    | 2020-07-25 18:38:25,624+0000 INFO  [qtp1294366016-76]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Enabling session validation scheduler...
jvm 2    | 2020-07-25 18:38:25,667+0000 INFO  [qtp1294366016-76]  org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [shiro-activeSessionCache]
jvm 2    | 2020-07-25 18:38:25,700+0000 INFO  [qtp1294366016-76] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - Loading security configuration from: /opt/nexus/../sonatype-work/nexus/conf/security.xml
jvm 2    | 2020-07-25 18:38:26,027+0000 INFO  [qtp1294366016-76] anonymous /nexus - nexus: [Noelios Restlet Engine] - Attaching application: org.sonatype.nexus.rest.NexusApplication@6779ad1b to URI: /nexus/service/local
wrapper  | TERM trapped.  Shutting down.
jvm 2    | 2020-07-25 18:48:11,915+0000 INFO  [SIGTERM handler]  com.orientechnologies.orient.core.OSignalHandler - Received signal: SIGTERM
jvm 2    | 2020-07-25 18:48:12,004+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Stopping with code: 0
jvm 2    | 2020-07-25 18:48:12,019+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopping
jvm 2    | 2020-07-25 18:48:12,019+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopping: org.eclipse.jetty.server.Server@4fee0bb3
jvm 2    | 2020-07-25 18:48:12,020+0000 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.Server - Graceful shutdown InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 2    | 2020-07-25 18:48:12,020+0000 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.Server - Graceful shutdown o.e.j.w.WebAppContext{/nexus,file:/opt/nexus/nexus/},/opt/nexus/nexus
jvm 2    | 2020-07-25 18:48:12,020+0000 INFO  [Wrapper-Control-Event-Monitor]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Received control event: 204
jvm 2    | 2020-07-25 18:48:13,036+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.webapp.WebappBootstrap - Destroying
jvm 2    | 2020-07-25 18:48:13,100+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.NxApplication - Uptime: 11 minutes, 44 seconds and 547 milliseconds
jvm 2    | 2020-07-25 18:48:13,100+0000 INFO  [WrapperListener_stop_runner]  com.sonatype.nexus.plugins.smartproxy.event.internal.SuspendEventComponentsEventInspector - Suspending event components
jvm 2    | 2020-07-25 18:48:13,131+0000 INFO  [WrapperListener_stop_runner]  com.sonatype.nexus.plugins.smartproxy.internal.messaging.StopConnectorsEventInspector - Stopping all connectors
jvm 2    | 2020-07-25 18:48:13,143+0000 INFO  [WrapperListener_stop_runner]  com.sonatype.nexus.plugins.smartproxy.internal.connection.ConnectionManager - Stopping all connections
jvm 2    | 2020-07-25 18:48:13,147+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.scheduling.DefaultScheduler - Shutting down Scheduler...
jvm 2    | 2020-07-25 18:48:13,148+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.index.DefaultIndexerManager - Shutting down Nexus IndexerManager
jvm 2    | 2020-07-25 18:48:13,164+0000 INFO  [WrapperListener_stop_runner]  org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-38913-1595702230234-0:1) is shutting down
jvm 2    | 2020-07-25 18:48:13,181+0000 INFO  [WrapperListener_stop_runner]  org.apache.activemq.store.kahadb.plist.PListStoreImpl - ExtPListStore{path=/opt/sonatype-work/nexus/broker/temp} stopped
jvm 2    | 2020-07-25 18:48:13,182+0000 INFO  [WrapperListener_stop_runner]  org.apache.activemq.store.kahadb.KahaDBStore - Stopping async queue tasks
jvm 2    | 2020-07-25 18:48:13,182+0000 INFO  [WrapperListener_stop_runner]  org.apache.activemq.store.kahadb.KahaDBStore - Stopping async topic tasks
jvm 2    | 2020-07-25 18:48:13,183+0000 INFO  [WrapperListener_stop_runner]  org.apache.activemq.store.kahadb.KahaDBStore - Stopped KahaDB
jvm 2    | 2020-07-25 18:48:13,552+0000 INFO  [WrapperListener_stop_runner]  org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-38913-1595702230234-0:1) uptime 11 minutes
jvm 2    | 2020-07-25 18:48:13,553+0000 INFO  [WrapperListener_stop_runner]  org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-38913-1595702230234-0:1) is shutdown
jvm 2    | 2020-07-25 18:48:13,571+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.timeline.DefaultNexusTimeline - Stopping Nexus Timeline...
jvm 2    | 2020-07-25 18:48:13,575+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.timeline.internal.DefaultTimeline - Stopped Timeline...
jvm 2    | 2020-07-25 18:48:13,584+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.apachehttpclient.Hc4ProviderImpl - Stopped
jvm 2    | 2020-07-25 18:48:13,620+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.events.EventSubscriberHost - Stopping
jvm 2    | 2020-07-25 18:48:13,623+0000 INFO  [WrapperListener_stop_runner]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Disabled session validation scheduler.
jvm 2    | 2020-07-25 18:48:13,625+0000 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - OrientDB Server is shutting down...
jvm 2    | 2020-07-25 18:48:13,625+0000 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - Shutting down protocols
jvm 2    | 2020-07-25 18:48:13,629+0000 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.plugin.OServerPluginManager - Shutting down plugins:
jvm 2    | 2020-07-25 18:48:13,629+0000 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.plugin.OServerPluginManager - - jmx
jvm 2    | 2020-07-25 18:48:13,629+0000 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - Shutting down databases:
jvm 2    | 2020-07-25 18:48:13,848+0000 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.core.Orient - OrientDB Engine shutdown complete
jvm 2    | 2020-07-25 18:48:13,848+0000 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - OrientDB Server shutdown complete
jvm 2    | 2020-07-25 18:48:13,848+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.orient.DatabaseServerImpl - Shutdown
jvm 2    | 2020-07-25 18:48:13,848+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.NxApplication - Stopped Nexus Repository Manager PRO 2.14.18-01
jvm 2    | 2020-07-25 18:48:13,877+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.webapp.WebappBootstrap - Destroyed
jvm 2    | 2020-07-25 18:48:13,878+0000 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.handler.ContextHandler - stopped o.e.j.w.WebAppContext{/nexus,file:/opt/nexus/nexus/},/opt/nexus/nexus
jvm 2    | 2020-07-25 18:48:13,931+0000 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopped
wrapper  | <-- Wrapper Stopped
wrapper  | --> Wrapper Started as Daemon
wrapper  | Launching a JVM...
jvm 1    | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
jvm 1    |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
jvm 1    | 
jvm 1    | 2020-07-26 04:36:46,060+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Starting with arguments: [./conf/jetty.xml, ./conf/jetty-requestlog.xml]
jvm 1    | 2020-07-26 04:36:46,066+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - JVM ID: 1, JVM PID: 1357, Wrapper PID: 1355, User: vivek
jvm 1    | 2020-07-26 04:36:46,204+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder - Properties:
jvm 1    | 2020-07-26 04:36:46,205+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-conf='/opt/nexus/../sonatype-work/nexus/conf'
jvm 1    | 2020-07-26 04:36:46,205+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-host='0.0.0.0'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-port='8081'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   bundleBasedir='/opt/nexus'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   java.awt.headless='true'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   networkaddress.cache.ttl='3600'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-app='/opt/nexus/nexus/WEB-INF'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp='/opt/nexus/nexus'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp-context-path='/nexus'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-work='/opt/sonatype-work/nexus'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   org.eclipse.ecf.provider.filetransfer.retrieve.readTimeout='30000'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   runtime='/opt/nexus/nexus/WEB-INF'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   security-xml-file='/opt/nexus/../sonatype-work/nexus/conf/security.xml'
jvm 1    | 2020-07-26 04:36:46,206+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   storage.diskCache.bufferSize='4096'
jvm 1    | 2020-07-26 04:36:46,210+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - Java: 1.8.0_262, OpenJDK 64-Bit Server VM, Oracle Corporation, 25.262-b10
jvm 1    | 2020-07-26 04:36:46,210+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - OS: Linux, 4.18.0-193.el8.x86_64, amd64
jvm 1    | 2020-07-26 04:36:46,210+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - User: vivek, en, /home/vivek
jvm 1    | 2020-07-26 04:36:46,210+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - CWD: /opt/nexus
jvm 1    | 2020-07-26 04:36:46,259+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - TMP: /opt/nexus/tmp
jvm 1    | 2020-07-26 04:36:46,261+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Starting
jvm 1    | 2020-07-26 04:36:46,269+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Applying configuration: file:/opt/nexus/conf/jetty.xml
jvm 1    | 2020-07-26 04:36:46,751+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Applying configuration: file:/opt/nexus/conf/jetty-requestlog.xml
jvm 1    | 2020-07-26 04:36:46,770+0000 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Starting: org.eclipse.jetty.server.Server@35bf9451
jvm 1    | 2020-07-26 04:36:46,772+0000 INFO  [jetty-main-1]  org.eclipse.jetty.server.Server - jetty-8.1.16.v20140903
jvm 1    | 2020-07-26 04:36:47,815+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Initializing
jvm 1    | 2020-07-26 04:36:47,816+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Using bootstrap launcher configuration
jvm 1    | 2020-07-26 04:36:49,188+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.metrics.MetricsModule - Metrics support configured
jvm 1    | 2020-07-26 04:36:51,806+0000 INFO  [jetty-main-1]  org.sonatype.sisu.goodies.eventbus.internal.DefaultEventBus - Using Reentrant Guava EventBus
jvm 1    | 2020-07-26 04:36:51,965+0000 INFO  [jetty-main-1]  org.sonatype.security.configuration.source.FileSecurityConfigurationSource - Loading Security configuration from /opt/nexus/../sonatype-work/nexus/conf/security-configuration.xml
jvm 1    | 2020-07-26 04:36:52,022+0000 INFO  [jetty-main-1]  org.sonatype.sisu.ehcache.CacheManagerComponentImpl - Loading configuration from: file:/opt/nexus/nexus/WEB-INF/classes/ehcache.xml
jvm 1    | 2020-07-26 04:36:52,207+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered default repository types.
jvm 1    | 2020-07-26 04:36:52,501+0000 INFO  [jetty-main-1]  com.thoughtworks.xstream.XStream - Version: 1.4.6-SONATYPE-03, white-list support available
jvm 1    | 2020-07-26 04:36:52,701+0000 INFO  [jetty-main-1]  org.sonatype.nexus.events.EventSubscriberHost - Initialized
jvm 1    | 2020-07-26 04:36:52,707+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - 
jvm 1    | -------------------------------------------------
jvm 1    | 
jvm 1    | Initializing Nexus Repository Manager PRO 2.14.18-01
jvm 1    | 
jvm 1    | -------------------------------------------------
jvm 1    | 2020-07-26 04:36:52,707+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Activating locally installed plugins...
jvm 1    | 2020-07-26 04:36:58,710+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.bcprov.CryptoPlugin - Unlimited strength JCE policy detected
jvm 1    | 2020-07-26 04:36:59,747+0000 INFO  [jetty-main-1]  com.sun.jersey.server.impl.application.WebApplicationImpl - Initiating Jersey application, version 'Jersey: 1.17.1 02/28/2013 12:47 PM'
jvm 1    | 2020-07-26 04:37:02,273+0000 INFO  [jetty-main-1]  org.sonatype.nexus.kazuki.KazukiPlugin - Kazuki version: 0.1.8
jvm 1    | 2020-07-26 04:37:06,190+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:npm-group).
jvm 1    | 2020-07-26 04:37:06,190+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:npm-proxy).
jvm 1    | 2020-07-26 04:37:06,190+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:npm-hosted).
jvm 1    | 2020-07-26 04:37:06,447+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.ShadowRepository:nuget-shadow).
jvm 1    | 2020-07-26 04:37:06,447+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:nuget-group).
jvm 1    | 2020-07-26 04:37:06,447+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:nuget-proxy).
jvm 1    | 2020-07-26 04:37:09,029+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.WebSiteRepository:site).
jvm 1    | 2020-07-26 04:37:09,652+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:p2-composite).
jvm 1    | 2020-07-26 04:37:09,653+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:p2).
jvm 1    | 2020-07-26 04:37:09,653+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:p2).
jvm 1    | 2020-07-26 04:37:09,653+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:eclipse-update-site).
jvm 1    | 2020-07-26 04:37:10,899+0000 INFO  [jetty-main-1]  org.sonatype.nexus.apachehttpclient.Hc4ProviderImpl - Started (connectionPoolMaxSize 200, connectionPoolSize 20, connectionPoolIdleTime 30000 ms, connectionPoolTimeout 30000 ms, keepAliveMaxDuration 30000 ms)
jvm 1    | 2020-07-26 04:37:11,353+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:rubygems-group).
jvm 1    | 2020-07-26 04:37:11,364+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:rubygems-proxy).
jvm 1    | 2020-07-26 04:37:11,364+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:rubygems-hosted).
jvm 1    | 2020-07-26 04:37:15,340+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.ShadowRepository:obr-shadow).
jvm 1    | 2020-07-26 04:37:15,340+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:obr-group).
jvm 1    | 2020-07-26 04:37:15,340+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:obr-proxy).
jvm 1    | 2020-07-26 04:37:15,753+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-pgp-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,753+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-smartproxy-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,753+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-crypto-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,753+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-npm-repository-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-nuget-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-logging-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-timeline-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-iq-repository-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-staging-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-site-repository-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-ui-extjs3-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-p2-repository-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-archetype-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-plugin-console-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-maven-bridge-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-indexer-lucene-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-kazuki-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-rrb-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-migrationagent-plugin:2.14.18-01" was successful.
